ID Group,Group,ID Subgroup,Subgroup,ID Occupation,Occupation,ID Year,Year,ID State,State,Workforce by Occupation and Gender,Workforce by Occupation and Gender Moe,ACS Occupation yg RCA,City,ID Geography,Slug Geography,Median Earnings,Median Earnings Moe,Workforce Prev,Workforce Growth,Median Earnings Prev,Median Earnings Growth,Share
1,Service Occupations,4,Service Occupations,11,Healthcare Support Occupations,2018,2018,04000US37,North Carolina,10446,898.4430978086482,0.7216579929874912,Charlotte,16000US3712000,charlotte-nc,48889,5634,8431,23.89989325109714,48654,0.4830024252887738,2.346798706856849
1,Service Occupations,4,Service Occupations,14,Food Preparation & Serving Related Occupations,2018,2018,04000US37,North Carolina,27327,1450.316517178233,1.0643916807983247,Charlotte,16000US3712000,charlotte-nc,33279,2325,27997,-2.393113548,31678,5.053980680598523,6.139284727386283
1,Service Occupations,4,Service Occupations,15,Building & Grounds Cleaning & Maintenance Occupations,2018,2018,04000US37,North Carolina,16186,1022.8822024065136,0.9385510386834149,Charlotte,16000US3712000,charlotte-nc,36769,1638,15392,5.158523908523908,34943,5.225653206650831,3.6363472974521303
1,Service Occupations,4,Service Occupations,16,Personal Care & Service Occupations,2018,2018,04000US37,North Carolina,11901,796.9366348713052,0.9476743652211654,Charlotte,16000US3712000,charlotte-nc,41651,6444,13470,-11.6481069,38519,8.131052208001247,2.6736790551697642
1,Service Occupations,5,Protective Service Occupations,12,"Fire Fighting & Prevention, & Other Protective Service Workers Including Supervisors",2018,2018,04000US37,North Carolina,4467,477.2054065075122,0.8561057649449287,Charlotte,16000US3712000,charlotte-nc,60536,8869,4109,8.712582136772937,52562,15.170655606712074,1.0035563683256312
1,Service Occupations,5,Protective Service Occupations,13,Law Enforcement Workers Including Supervisors,2018,2018,04000US37,North Carolina,1938,325.7115288103877,0.44980495086604083,Charlotte,16000US3712000,charlotte-nc,96224,8304,1820,6.4835164835164845,93716,2.676170557855649,0.43539114435081117
2,Sales & Office Occupations,6,Sales & Office Occupations,17,Sales & Related Occupations,2018,2018,04000US37,North Carolina,51660,1655.8626150740888,1.1152848590763984,Charlotte,16000US3712000,charlotte-nc,75831,3840,50804,1.684906700259822,72037,5.266737926343406,11.605937315357535
2,Sales & Office Occupations,6,Sales & Office Occupations,18,Office & Administrative Support Occupations,2018,2018,04000US37,North Carolina,48106,1622.586207262961,0.9264888300140572,Charlotte,16000US3712000,charlotte-nc,68292,2194,52691,-8.701675808,61909,10.310294141401089,10.807495557347844
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",19,"Farming, Fishing, & Forestry Occupations",2018,2018,04000US37,North Carolina,453,169.99999999999997,0.14548213751336653,Charlotte,16000US3712000,charlotte-nc,36067,10496,322,40.683229813664596,27691,30.248095048932868,0.10177099504175306
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",20,Construction & Extraction Occupations,2018,2018,04000US37,North Carolina,21612,1049.7147231510091,0.9555306865107035,Charlotte,16000US3712000,charlotte-nc,55387,2538,20655,4.633260711692085,50772,9.089655715748838,4.855352638
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",21,"Installation, Maintenance, & Repair Occupations",2018,2018,04000US37,North Carolina,9607,815.1766679683612,0.6978406578382573,Charlotte,16000US3712000,charlotte-nc,73274,14293,9140,5.109409190371991,68792,6.515292475869288,2.1583089389980614
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",22,Production Occupations,2018,2018,04000US37,North Carolina,18344,934.0883255881105,0.710293398,Charlotte,16000US3712000,charlotte-nc,54871,3478,16940,8.288075560802834,52059,5.401563610518834,4.121163649107987
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",23,Transportation Occupations,2018,2018,04000US37,North Carolina,15980,883.6945173531406,0.9611715862805112,Charlotte,16000US3712000,charlotte-nc,62872,6099,14386,11.08021687751981,57002,10.297884284761938,3.5900673306119515
0,"Management, Business, Science, & Arts Occupations",0,"Management, Business, & Financial Occupations",0,Management Occupations,2017,2017,04000US37,North Carolina,51652,1505.9907038225701,1.1712972515338285,Charlotte,16000US3712000,charlotte-nc,148700,7303,48442,6.626481152718715,148270,0.290011466,11.989035041907773
0,"Management, Business, Science, & Arts Occupations",0,"Management, Business, & Financial Occupations",1,Business & Financial Operations Occupations,2017,2017,04000US37,North Carolina,35073,1304.8961644514095,1.672498899739593,Charlotte,16000US3712000,charlotte-nc,130896,4599,33670,4.166914166914167,126536,3.445659733198457,8.140854681809635
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",2,Computer & Mathematical Occupations,2017,2017,04000US37,North Carolina,19876,1032.2039527147724,1.6018811039498777,Charlotte,16000US3712000,charlotte-nc,149532,7697,18534,7.240746735728932,146294,2.213351196904863,4.613452731606886
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",3,Architecture & Engineering Occupations,2017,2017,04000US37,North Carolina,7505,576.3783479625167,0.947534593,Charlotte,16000US3712000,charlotte-nc,132265,12509,7446,0.7923717432178351,125111,5.718122307391036,1.7419985284116362
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",4,"Life, Physical, & Social Science Occupations",2017,2017,04000US37,North Carolina,2247,309.4285054742048,0.5943987726664575,Charlotte,16000US3712000,charlotte-nc,113553,14592,2082,7.925072046,108179,4.967692436,0.5215550557416319
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",5,Community & Social Service Occupations,2017,2017,04000US37,North Carolina,7621,616.9246307289084,1.0357168976589455,Charlotte,16000US3712000,charlotte-nc,81900,7869,7392,3.097943722943723,81204,0.857100635,1.7689234890106702
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",6,Legal Occupations,2017,2017,04000US37,North Carolina,5769,508.6698339787804,1.181497267035423,Charlotte,16000US3712000,charlotte-nc,185609,50508,5595,3.1099195710455763,178799,3.8087461339269235,1.339052566343335
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",7,"Education Instruction, & Library Occupations",2017,2017,04000US37,North Carolina,23391,1163.1551917091717,0.8985287204952146,Charlotte,16000US3712000,charlotte-nc,77424,2536,21851,7.047732369227953,74738,3.593887982,5.429325460103476
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",8,"Arts, Design, Entertainment, Sports, & Media Occupations",2017,2017,04000US37,North Carolina,9532,614.4761997018273,1.1190994665786576,Charlotte,16000US3712000,charlotte-nc,80308,7668,8783,8.527837868609813,76782,4.592222135396317,2.2124890037068243
0,"Management, Business, Science, & Arts Occupations",3,Healthcare Practitioners & Technical Occupations,9,Health Diagnosing & Treating Practitioners & Other Technical Occupations,2017,2017,04000US37,North Carolina,14336,806.0620323523494,0.8332537698673896,Charlotte,16000US3712000,charlotte-nc,182289,25450,14265,0.4977216964598668,169682,7.429780412772128,3.327553751273713
0,"Management, Business, Science, & Arts Occupations",3,Healthcare Practitioners & Technical Occupations,10,Health Technologists & Technicians,2017,2017,04000US37,North Carolina,5212,508.27256467371916,0.6395984122653262,Charlotte,16000US3712000,charlotte-nc,75783,8890,4820,8.132780082987551,71835,5.495928168719983,1.2097663331221116
1,Service Occupations,4,Service Occupations,11,Healthcare Support Occupations,2017,2017,04000US37,North Carolina,8431,854.9157853262507,0.8188354220079788,Charlotte,16000US3712000,charlotte-nc,48654,4926,8554,-1.437923778,48229,0.8812125484666901,1.9569339897453037
1,Service Occupations,4,Service Occupations,14,Food Preparation & Serving Related Occupations,2017,2017,04000US37,North Carolina,27997,1395.6561181035963,1.1209526197875317,Charlotte,16000US3712000,charlotte-nc,31678,2896,27057,3.4741471707875964,30221,4.821150855365474,6.498432085268564
1,Service Occupations,4,Service Occupations,15,Building & Grounds Cleaning & Maintenance Occupations,2017,2017,04000US37,North Carolina,15392,910.7809835520283,0.9151927590197173,Charlotte,16000US3712000,charlotte-nc,34943,2704,14748,4.3666937889883375,34109,2.4451024656249083,3.572663737416643
1,Service Occupations,4,Service Occupations,16,Personal Care & Service Occupations,2017,2017,04000US37,North Carolina,13470,885.2310432875703,0.8394999985484735,Charlotte,16000US3712000,charlotte-nc,38519,3482,13352,0.8837627321749552,35725,7.820853743876836,3.126544993698167
1,Service Occupations,5,Protective Service Occupations,12,"Fire Fighting & Prevention, & Other Protective Service Workers Including Supervisors",2017,2017,04000US37,North Carolina,4109,478.4579396352411,0.8051594204311102,Charlotte,16000US3712000,charlotte-nc,52562,6735,4280,-3.995327103,52278,0.5432495504801255,0.953747096
1,Service Occupations,5,Protective Service Occupations,13,Law Enforcement Workers Including Supervisors,2017,2017,04000US37,North Carolina,1820,341.22426642898654,0.43497290371570685,Charlotte,16000US3712000,charlotte-nc,93716,7037,1786,1.9036954087346025,91366,2.572072762296697,0.4224433473296706
2,Sales & Office Occupations,6,Sales & Office Occupations,17,Sales & Related Occupations,2017,2017,04000US37,North Carolina,50804,1625.2464428510525,1.118127737,Charlotte,16000US3712000,charlotte-nc,72037,3524,49906,1.7993828397387088,66780,7.872117400419287,11.792204295459662
2,Sales & Office Occupations,6,Sales & Office Occupations,18,Office & Administrative Support Occupations,2017,2017,04000US37,North Carolina,52691,1717.946739570235,0.9417511474113389,Charlotte,16000US3712000,charlotte-nc,61909,1778,52507,0.3504294665473175,60607,2.1482667018661212,12.230199128652568
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",19,"Farming, Fishing, & Forestry Occupations",2017,2017,04000US37,North Carolina,322,119.47384651043927,0.10573889140608353,Charlotte,16000US3712000,charlotte-nc,27691,5172,358,-10.05586592,28822,-3.924085768,0.074739977
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",20,Construction & Extraction Occupations,2017,2017,04000US37,North Carolina,20655,1215.2909116750607,0.9518302275356556,Charlotte,16000US3712000,charlotte-nc,50772,3039,19495,5.950243652218518,49282,3.0234162574570838,4.794267768733158
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",21,"Installation, Maintenance, & Repair Occupations",2017,2017,04000US37,North Carolina,9140,868.4014048814063,0.6766622737323247,Charlotte,16000US3712000,charlotte-nc,68792,10579,8633,5.872813622147573,67672,1.6550419671355954,2.1215012058204334
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",22,Production Occupations,2017,2017,04000US37,North Carolina,16940,1039.671582760633,0.6696481794376291,Charlotte,16000US3712000,charlotte-nc,52059,2429,15822,7.066110479079763,51581,0.9266978150869507,3.931972694376165
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",23,Transportation Occupations,2017,2017,04000US37,North Carolina,14386,995.1909364539048,0.9081927822125705,Charlotte,16000US3712000,charlotte-nc,57002,4828,14236,1.0536667603259342,57090,-0.154142582,3.339159337738814
0,"Management, Business, Science, & Arts Occupations",0,"Management, Business, & Financial Occupations",0,Management Occupations,2016,2016,04000US37,North Carolina,48442,1511.2263232223027,1.1622284221854353,Charlotte,16000US3712000,charlotte-nc,148270,6792,46428,4.337899543378995,147184,0.7378519404283074,11.663664994076914
0,"Management, Business, Science, & Arts Occupations",0,"Management, Business, & Financial Occupations",1,Business & Financial Operations Occupations,2016,2016,04000US37,North Carolina,33670,1170.9765155629723,1.6809625964556982,Charlotte,16000US3712000,charlotte-nc,126536,4837,31789,5.917141149454213,125797,0.5874543908042322,8.106923751
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",2,Computer & Mathematical Occupations,2016,2016,04000US37,North Carolina,18534,961.4749086689677,1.598974879,Charlotte,16000US3712000,charlotte-nc,146294,6754,16961,9.274217322091857,140287,4.2819363162659405,4.462540089183385
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",3,Architecture & Engineering Occupations,2016,2016,04000US37,North Carolina,7446,622.8611402230838,0.9799674514232865,Charlotte,16000US3712000,charlotte-nc,125111,10117,7187,3.603728955057743,125391,-0.223301513,1.7928171740616963
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",4,"Life, Physical, & Social Science Occupations",2016,2016,04000US37,North Carolina,2082,272.34720486907884,0.5725811948829637,Charlotte,16000US3712000,charlotte-nc,108179,12467,1954,6.550665301944729,107001,1.100924290427192,0.5012953742138668
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",5,Community & Social Service Occupations,2016,2016,04000US37,North Carolina,7392,666.9190355657875,1.0537987638922488,Charlotte,16000US3712000,charlotte-nc,81204,5766,7153,3.341255417307423,79163,2.5782246756691887,1.779815276747792
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",6,Legal Occupations,2016,2016,04000US37,North Carolina,5595,519.7547499,1.1780809662328422,Charlotte,16000US3712000,charlotte-nc,178799,40218,5175,8.115942028985506,194109,-7.887321041,1.347141027246198
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",7,"Education Instruction, & Library Occupations",2016,2016,04000US37,North Carolina,21851,917.1804621,0.8691294075182864,Charlotte,16000US3712000,charlotte-nc,74738,4167,21533,1.4768030464867876,71629,4.340420779293304,5.261193670483767
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",8,"Arts, Design, Entertainment, Sports, & Media Occupations",2016,2016,04000US37,North Carolina,8783,624.8199740725323,1.0819404368185208,Charlotte,16000US3712000,charlotte-nc,76782,10105,8811,-0.317784587,73865,3.949096324,2.114734521
0,"Management, Business, Science, & Arts Occupations",3,Healthcare Practitioners & Technical Occupations,9,Health Diagnosing & Treating Practitioners & Other Technical Occupations,2016,2016,04000US37,North Carolina,14265,881.0022701446347,0.8694917559440867,Charlotte,16000US3712000,charlotte-nc,169682,27708,13900,2.6258992805755397,162123,4.662509329336368,3.4346678737563927
0,"Management, Business, Science, & Arts Occupations",3,Healthcare Practitioners & Technical Occupations,10,Health Technologists & Technicians,2016,2016,04000US37,North Carolina,4820,499.24743364387956,0.6276824759408866,Charlotte,16000US3712000,charlotte-nc,71835,6706,4791,0.6053016071801294,72596,-1.048267122,1.1605397232040526
1,Service Occupations,4,Service Occupations,11,Healthcare Support Occupations,2016,2016,04000US37,North Carolina,8554,736.3912004,0.843248819,Charlotte,16000US3712000,charlotte-nc,48229,3266,8561,-0.081766149,46717,3.2365091936554147,2.0595968448729183
1,Service Occupations,4,Service Occupations,14,Food Preparation & Serving Related Occupations,2016,2016,04000US37,North Carolina,27057,1531.6634747881142,1.1222061533082888,Charlotte,16000US3712000,charlotte-nc,30221,2339,26000,4.065384615384615,29043,4.056054815273905,6.514672881894618
1,Service Occupations,4,Service Occupations,15,Building & Grounds Cleaning & Maintenance Occupations,2016,2016,04000US37,North Carolina,14748,863.9317102641852,0.8997457767969254,Charlotte,16000US3712000,charlotte-nc,34109,2463,14841,-0.62664241,34962,-2.439791774,3.5509626219529813
1,Service Occupations,4,Service Occupations,16,Personal Care & Service Occupations,2016,2016,04000US37,North Carolina,13352,931.4644383979455,0.8657064856042588,Charlotte,16000US3712000,charlotte-nc,35725,4975,12746,4.7544327632198335,35428,0.8383199729027888,3.2148394988009357
1,Service Occupations,5,Protective Service Occupations,12,"Fire Fighting & Prevention, & Other Protective Service Workers Including Supervisors",2016,2016,04000US37,North Carolina,4280,481.58280700207723,0.8580473848197192,Charlotte,16000US3712000,charlotte-nc,52278,5454,4298,-0.418799442,52410,-0.251860332,1.0305207500650095
1,Service Occupations,5,Protective Service Occupations,13,Law Enforcement Workers Including Supervisors,2016,2016,04000US37,North Carolina,1786,317.2270480271189,0.44080394794318706,Charlotte,16000US3712000,charlotte-nc,91366,9317,1599,11.694809255784866,92787,-1.531464537,0.4300257148635763
2,Sales & Office Occupations,6,Sales & Office Occupations,17,Sales & Related Occupations,2016,2016,04000US37,North Carolina,49906,1610.1707983937606,1.1245873041811514,Charlotte,16000US3712000,charlotte-nc,66780,2772,48978,1.8947282453346401,66457,0.4860285598206359,12.016160876809431
2,Sales & Office Occupations,6,Sales & Office Occupations,18,Office & Administrative Support Occupations,2016,2016,04000US37,North Carolina,52507,1546.3311417675066,0.9610691013751995,Charlotte,16000US3712000,charlotte-nc,60607,1780,50576,3.818016450490351,60731,-0.204179085,12.642418930762489
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",19,"Farming, Fishing, & Forestry Occupations",2016,2016,04000US37,North Carolina,358,113.6001760562016,0.12067222656541057,Charlotte,16000US3712000,charlotte-nc,28822,11029,447,-19.91051454,28013,2.887944882733017,0.086197764
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",20,Construction & Extraction Occupations,2016,2016,04000US37,North Carolina,19495,1139.6139697283463,0.9382412577980338,Charlotte,16000US3712000,charlotte-nc,49282,3527,19420,0.3861997940267765,46587,5.784875609075494,4.693925706195644
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",21,"Installation, Maintenance, & Repair Occupations",2016,2016,04000US37,North Carolina,8633,695.1294843408673,0.6531482371609606,Charlotte,16000US3712000,charlotte-nc,67672,12509,7911,9.126532676,60102,12.595254733619512,2.0786181390914082
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",22,Production Occupations,2016,2016,04000US37,North Carolina,15822,879.8420312760695,0.6428491431304925,Charlotte,16000US3712000,charlotte-nc,51581,2709,15765,0.36156041864890576,51513,0.13200551317143244,3.809555912973967
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",23,Transportation Occupations,2016,2016,04000US37,North Carolina,14236,889.7156849241222,0.9406889501951778,Charlotte,16000US3712000,charlotte-nc,57090,5006,13374,6.445341707791237,56325,1.3581890812250332,3.427685373347074
0,"Management, Business, Science, & Arts Occupations",0,"Management, Business, & Financial Occupations",0,Management Occupations,2015,2015,04000US37,North Carolina,46428,1635.105195392639,1.1701235881057725,Charlotte,16000US3712000,charlotte-nc,147184,6556,43347,7.1077583223752505,149655,-1.651130934,11.561937349181566
0,"Management, Business, Science, & Arts Occupations",0,"Management, Business, & Financial Occupations",1,Business & Financial Operations Occupations,2015,2015,04000US37,North Carolina,31789,1247.1106606873345,1.6493397584251892,Charlotte,16000US3712000,charlotte-nc,125797,6007,29881,6.385328469596065,123919,1.5155060967244731,7.916395847185593
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",2,Computer & Mathematical Occupations,2015,2015,04000US37,North Carolina,16961,1033.9656667414058,1.5582081663594691,Charlotte,16000US3712000,charlotte-nc,140287,8145,14737,15.091266879283435,135774,3.323905902455551,4.223787787099779
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",3,Architecture & Engineering Occupations,2015,2015,04000US37,North Carolina,7187,674.8807302,0.9803462840953158,Charlotte,16000US3712000,charlotte-nc,125391,17932,6588,9.092289010321796,124178,0.9768235919406013,1.7897743544535174
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",4,"Life, Physical, & Social Science Occupations",2015,2015,04000US37,North Carolina,1954,280.17851452243804,0.5542217483777923,Charlotte,16000US3712000,charlotte-nc,107001,10742,1994,-2.006018054,103780,3.103680863,0.486603463
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",5,Community & Social Service Occupations,2015,2015,04000US37,North Carolina,7153,683.6965701244961,1.061617739,Charlotte,16000US3712000,charlotte-nc,79163,6106,7088,0.9170428893905193,82511,-4.057640799,1.781307354585503
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",6,Legal Occupations,2015,2015,04000US37,North Carolina,5175,458.2455673544481,1.1178681493063156,Charlotte,16000US3712000,charlotte-nc,194109,50803,5008,3.334664536741214,192551,0.8091362807775603,1.2887271857933704
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",7,"Education Instruction, & Library Occupations",2015,2015,04000US37,North Carolina,21533,1120.7800854761829,0.8822658751186979,Charlotte,16000US3712000,charlotte-nc,71629,3575,21179,1.6714670192171492,72324,-0.960953487,5.362350239939834
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",8,"Arts, Design, Entertainment, Sports, & Media Occupations",2015,2015,04000US37,North Carolina,8811,653.8088405642739,1.1380412835425702,Charlotte,16000US3712000,charlotte-nc,73865,10352,8718,1.0667584308327598,73968,-0.139249405,2.194198112855147
0,"Management, Business, Science, & Arts Occupations",3,Healthcare Practitioners & Technical Occupations,9,Health Diagnosing & Treating Practitioners & Other Technical Occupations,2015,2015,04000US37,North Carolina,13900,769.1976339,0.8844550356221443,Charlotte,16000US3712000,charlotte-nc,162123,17712,13214,5.191463599212956,157141,3.170401104740329,3.461508769570599
0,"Management, Business, Science, & Arts Occupations",3,Healthcare Practitioners & Technical Occupations,10,Health Technologists & Technicians,2015,2015,04000US37,North Carolina,4791,519.7239651969111,0.6569453468325432,Charlotte,16000US3712000,charlotte-nc,72596,6889,4701,1.9144862795149968,73466,-1.184221272,1.1930998931663839
1,Service Occupations,4,Service Occupations,11,Healthcare Support Occupations,2015,2015,04000US37,North Carolina,8561,696.3361257323937,0.8582722690672344,Charlotte,16000US3712000,charlotte-nc,46717,6358,8084,5.900544285007422,47096,-0.804739256,2.131940760884453
1,Service Occupations,4,Service Occupations,14,Food Preparation & Serving Related Occupations,2015,2015,04000US37,North Carolina,26000,1503.371211644017,1.1178482341291467,Charlotte,16000US3712000,charlotte-nc,29043,1456,25854,0.5647095227044171,28835,0.7213455869602913,6.474764604952199
1,Service Occupations,4,Service Occupations,15,Building & Grounds Cleaning & Maintenance Occupations,2015,2015,04000US37,North Carolina,14841,1022.5243273389635,0.9290929898978509,Charlotte,16000US3712000,charlotte-nc,34962,2220,13915,6.654689184333454,36057,-3.036858308,3.6958454423882916
1,Service Occupations,4,Service Occupations,16,Personal Care & Service Occupations,2015,2015,04000US37,North Carolina,12746,785.2827516251709,0.8616142434254865,Charlotte,16000US3712000,charlotte-nc,35428,4986,12338,3.3068568649700114,35287,0.3995805820840536,3.1741288328738744
1,Service Occupations,5,Protective Service Occupations,12,"Fire Fighting & Prevention, & Other Protective Service Workers Including Supervisors",2015,2015,04000US37,North Carolina,4298,478.26038932782217,0.8752902179083887,Charlotte,16000US3712000,charlotte-nc,52410,7341,4204,2.235965746907707,51716,1.3419444659293063,1.0703283950801752
1,Service Occupations,5,Protective Service Occupations,13,Law Enforcement Workers Including Supervisors,2015,2015,04000US37,North Carolina,1599,284.17600180170035,0.4043271869008928,Charlotte,16000US3712000,charlotte-nc,92787,13430,1740,-8.103448276,91899,0.9662781967159599,0.3981980232045602
2,Sales & Office Occupations,6,Sales & Office Occupations,17,Sales & Related Occupations,2015,2015,04000US37,North Carolina,48978,1583.1756061789229,1.1321514285488317,Charlotte,16000US3712000,charlotte-nc,66457,2984,47823,2.4151558873345462,66431,0.039138354,12.196962339282646
2,Sales & Office Occupations,6,Sales & Office Occupations,18,Office & Administrative Support Occupations,2015,2015,04000US37,North Carolina,50576,1564.9319474021868,0.9463779677728177,Charlotte,16000US3712000,charlotte-nc,60731,1700,49732,1.6970964369017936,62365,-2.620059328,12.594911333079322
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",19,"Farming, Fishing, & Forestry Occupations",2015,2015,04000US37,North Carolina,447,145.2067491544384,0.15288544342358518,Charlotte,16000US3712000,charlotte-nc,28013,12000,558,-19.89247312,26512,5.6615872057936025,0.11131614532360126
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",20,Construction & Extraction Occupations,2015,2015,04000US37,North Carolina,19420,1081.0074005297095,0.9677417467520636,Charlotte,16000US3712000,charlotte-nc,46587,4283,18264,6.329391151992992,44265,5.245679430701458,4.8361511010835265
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",21,"Installation, Maintenance, & Repair Occupations",2015,2015,04000US37,North Carolina,7911,760.5609771740856,0.6117229285991013,Charlotte,16000US3712000,charlotte-nc,60102,10973,7527,5.1016341171781585,58427,2.8668252691392677,1.9700716457606477
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",22,Production Occupations,2015,2015,04000US37,North Carolina,15765,1048.227551631801,0.658124016,Charlotte,16000US3712000,charlotte-nc,51513,2505,16207,-2.727216635,51480,0.064102564,3.925948615271978
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",23,Transportation Occupations,2015,2015,04000US37,North Carolina,13374,955.7557219289874,0.9249024083281151,Charlotte,16000US3712000,charlotte-nc,56325,2659,12734,5.025914873566829,56515,-0.336193931,3.330519301024258
0,"Management, Business, Science, & Arts Occupations",0,"Management, Business, & Financial Occupations",0,Management Occupations,2014,2014,04000US37,North Carolina,43347,1418.862220231408,1.150057397975633,Charlotte,16000US3712000,charlotte-nc,149655,6476,42233,2.637747732815571,142954,4.687521860178799,11.222582382303598
0,"Management, Business, Science, & Arts Occupations",0,"Management, Business, & Financial Occupations",1,Business & Financial Operations Occupations,2014,2014,04000US37,North Carolina,29881,1267.9136405922923,1.6192057251254648,Charlotte,16000US3712000,charlotte-nc,123919,6708,27946,6.924067845129893,120619,2.735887381,7.736221287877219
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",2,Computer & Mathematical Occupations,2014,2014,04000US37,North Carolina,14737,884.7785033555008,1.4480199999359205,Charlotte,16000US3712000,charlotte-nc,135774,7155,14275,3.2364273204903675,132699,2.3172744331155473,3.815424286986599
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",3,Architecture & Engineering Occupations,2014,2014,04000US37,North Carolina,6588,591.8259879390225,0.9337318512450911,Charlotte,16000US3712000,charlotte-nc,124178,18497,6215,6.001609010458568,128840,-3.618441478,1.7056398997535263
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",4,"Life, Physical, & Social Science Occupations",2014,2014,04000US37,North Carolina,1994,323.2336616133907,0.5872505491414933,Charlotte,16000US3712000,charlotte-nc,103780,19402,1968,1.321138211382114,101779,1.966024425470873,0.5162486278246101
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",5,Community & Social Service Occupations,2014,2014,04000US37,North Carolina,7088,615.5038586394077,1.0970636656087258,Charlotte,16000US3712000,charlotte-nc,82511,6788,6558,8.081732235437633,82566,-0.066613376,1.8350904082351234
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",6,Legal Occupations,2014,2014,04000US37,North Carolina,5008,459.6194077712559,1.114184190583746,Charlotte,16000US3712000,charlotte-nc,192551,34280,5106,-1.919310615,198037,-2.770189409,1.2965762929516786
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",7,"Education Instruction, & Library Occupations",2014,2014,04000US37,North Carolina,21179,1145.778338074167,0.8950294446013458,Charlotte,16000US3712000,charlotte-nc,72324,3832,19772,7.116123811450537,71749,0.8014048976292352,5.483264638263499
