ID Gender,Gender,ID Industry Group,Industry Group,ID Year,Year,Median Earnings by Industry and Gender,Median Earnings by Industry and Gender Moe,Geography,ID Geography,Slug Geography
0,"Male",13,"Other Services Except Public Administration",2013,"2013",27458,2614,"Charlotte, NC","16000US3712000","charlotte-nc"
0,"Male",14,"Public Administration",2013,"2013",49190,1356,"Charlotte, NC","16000US3712000","charlotte-nc"
1,"Female",1,"Agriculture, Forestry, Fishing & Hunting, & Mining",2013,"2013",21875,21205,"Charlotte, NC","16000US3712000","charlotte-nc"
1,"Female",2,"Construction",2013,"2013",38726,8784,"Charlotte, NC","16000US3712000","charlotte-nc"
1,"Female",3,"Manufacturing",2013,"2013",31468,1895,"Charlotte, NC","16000US3712000","charlotte-nc"
1,"Female",4,"Wholesale Trade",2013,"2013",37291,2975,"Charlotte, NC","16000US3712000","charlotte-nc"
1,"Female",5,"Retail Trade",2013,"2013",20974,893,"Charlotte, NC","16000US3712000","charlotte-nc"
1,"Female",6,"Transportation & Warehousing, & Utilities",2013,"2013",38152,2925,"Charlotte, NC","16000US3712000","charlotte-nc"
1,"Female",7,"Information",2013,"2013",41417,4159,"Charlotte, NC","16000US3712000","charlotte-nc"
1,"Female",8,"Finance & Insurance, & Real Estate & Rental & Leasing",2013,"2013",46831,2271,"Charlotte, NC","16000US3712000","charlotte-nc"
1,"Female",9,"Professional, Scientific, & Management, & Administrative & Waste Management Services",2013,"2013",34306,1929,"Charlotte, NC","16000US3712000","charlotte-nc"
1,"Female",10,"Educational Services, & Health Care & Social Assistance",2013,"2013",32231,821,"Charlotte, NC","16000US3712000","charlotte-nc"
1,"Female",11,"Arts, Entertainment, & Recreation, & Accommodations & Food Services",2013,"2013",14210,1083,"Charlotte, NC","16000US3712000","charlotte-nc"
1,"Female",13,"Other Services Except Public Administration",2013,"2013",20131,1431,"Charlotte, NC","16000US3712000","charlotte-nc"
1,"Female",14,"Public Administration",2013,"2013",44880,4634,"Charlotte, NC","16000US3712000","charlotte-nc"
